objname,pgc,objtype,al1950,de1950,al2000,de2000,l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,agnclass,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,m21,e_m21,mfir,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,itc,ubtc,bvtc,bri25,vrot,e_vrot,mg2,e_mg2,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs
NGC0382,3981,G ,1.0772237,32.136887,1.1232637,32.4037793,126.8348667,-30.3469637,328.5190201,5.8088723,0,E,,,M,,-4.8,0.6,,0.382,0.247,0.027,0.054,,19.319,0.389,,,14.483,0.228,,,12.715,0.306,9.06,0.1,,,,0.53,1.04,,,31,5,177.72,7.56,,,5222.9,9.2,5222.9,9.2,0.304,0,27.32,0.02,0.429,14.101,12.581,,,20.269,,,0.276,0.001,,,5460,5375,5311.8,4927.7,34.438,0.204,34.25,0.017,34.25,0.017,-20.15,0.229
NGC0410,4224,G ,1.1367236,32.8866095,1.1830409,33.1522335,127.6335214,-29.5409848,329.442656,5.2765444,0,E,B,,,,-4.3,0.8,,1.374,0.03,0.169,0.03,33.79,22.106,0.26,13.078,0.062,12.518,0.062,11.478,0.062,10.325,0.306,8.401,0.036,,,,0.56,1.055,,,31.79,16.89,291.76,5.43,,,5276.3,9.7,5276.3,9.7,0.254,0,70.93,0.05,1.405,12.185,10.213,0.526,0.933,23.232,,,0.345,0.003,,,5512.8,5427.9,5366.9,4985.2,34.455,0.202,,,34.455,0.202,-22.27,0.211
NGC0477,4915,G ,1.3075565,40.2266104,1.3556544,40.4882148,129.0591845,-22.027465,337.097246,5.2724355,0,Sc,B,,,,5,0.4,,1.191,0.048,0.45,0.028,135.46,,,,,13.914,0.325,,,12.162,0.064,10.433,0.243,15.001,0.118,,,,150.18,4.73,,,,,5858.4,3.8,5867,69,5858.4,3,0.232,0.751,72.67,0.06,1.195,12.899,12.06,,,22.767,157.33,4.98,,,14.945,2.045,6102.9,6017.5,5978,5593.8,34.693,0.182,34.82,0.03,34.82,0.03,-21.921,0.326
NGC0495,5037,G ,1.335304,33.2093808,1.3822667,33.4703116,130.4359023,-28.9420262,330.4439939,2.9656267,0,S0-a,B,,,,0.2,0.9,,1.039,0.043,0.15,0.027,168.77,21.262,0.389,,,13.68,0.38,,,12.075,0.306,9.986,0.044,,,,,,,,34,5,169.08,15.72,4114,5.5,4076.2,8.9,4103.5,12.5,0.311,0.078,49.23,0.02,1.062,13.229,11.938,,,22.506,,,,,,,4333.2,4249.6,4189.8,3821.6,33.931,0.259,34.197,0.043,34.197,0.043,-20.968,0.383
NGC0523,5268,G ,1.3752657,33.765092,1.422441,34.0249907,130.9096953,-28.3208965,331.1220427,2.6492562,0,Sbc,,,M,,4.2,2.5,,1.401,0.064,0.549,0.069,103.7,,,13.696,0.066,13.496,0.066,12.706,0.066,,,9.722,0.028,15.2,0.092,12.25,,,226.18,6.66,,,,,4759.9,3.4,4819.6,28.3,4760.7,5.6,0.234,0.857,79.74,0.09,1.401,12.374,,0.046,0.604,23.273,229.86,6.82,,,15.107,2.733,4990.1,4906.6,4848.5,4481.8,34.245,0.224,34.319,0.04,34.319,0.04,-21.945,0.077
NGC0524,5222,G ,1.3694441,9.2786456,1.41325,9.5387778,136.5054626,-52.4516393,307.6785104,-4.4815033,0,S0-a,,,,,-1.2,0.6,,1.527,0.039,0.002,0.042,,21.524,0.344,12.004,0.217,11.404,0.217,10.354,0.217,,,7.193,0.042,,,13.309,0.64,1.07,,,124,7,236.69,4.5,,,2422.6,36.6,2422.6,36.6,0.357,0,5.47,0.02,1.563,11.011,,0.526,0.946,22.781,,,0.299,0.014,,,2579.4,2510.4,2390.2,2112.5,32.698,0.455,32.565,0.033,32.565,0.033,-21.554,0.22
NGC0632,6007,G ,1.5780588,5.6228956,1.6215288,5.8772368,143.1893541,-55.1807963,305.0551093,-8.5060666,1,S0-a,,,,,-1.3,1.7,,0.995,0.052,0.063,0.027,168.09,20.621,0.389,,,13.477,0.217,,,,,10.121,0.04,15.854,0.219,11.532,,,82.94,4.91,,,88.78,3.11,3155.2,5.2,3167.8,6,3160.6,5.2,0.139,0,33.97,0.02,1.007,13.291,,,,22.18,148.43,9.27,,,15.833,2.542,3293.9,3230.1,3103.1,2862,33.274,0.35,32.885,0.016,32.885,0.016,-19.594,0.217
NGC0634,6059,G ,1.5904247,35.1110157,1.6385124,35.3648745,133.600194,-26.5339482,333.2237336,0.5322247,0,Sa,,,,,1.1,0.5,,1.249,0.075,0.464,0.071,167.25,,,,,13.845,0.291,,,,,9.75,0.034,15.81,0.094,,,,223.91,6.12,,,,,4932.1,4.2,4940,51.8,4932.2,2.9,0.234,0.384,83.38,0.14,1.252,13.165,,,,23.352,225.41,6.25,,,15.667,2.501,5156.2,5073.8,5020.4,4666.2,34.317,0.216,34.399,0.046,34.399,0.046,-21.234,0.294
NGC0673,6624,G ,1.7618447,11.2729785,1.8062389,11.5215556,144.4573383,-48.9559392,311.3392139,-9.4129545,0,SABc,B,,,,5.3,0.6,,1.248,0.03,0.133,0.023,0.64,22.178,0.305,13.102,0.071,13.212,0.071,12.622,0.071,11.582,0.064,9.609,0.076,14.202,0.17,11.702,-0.015,0.665,146.47,3.23,,,,,5182.7,3.2,5241,45,5183,3.6,0.335,0.231,43.64,0.02,1.274,12.618,11.435,-0.207,0.454,22.933,212.22,4.91,,,14.181,1.563,5328.6,5261.5,5147.6,4895.2,34.37,0.211,34.198,0.048,34.198,0.048,-21.58,0.086
NGC0706,6897,G ,1.8203918,6.0502192,1.8640324,6.2968669,148.7515682,-53.5194493,306.5498252,-11.837015,0,Sc,,,,,4.6,1,,1.11,0.043,0.084,0.025,152.5,21.538,0.305,13.259,0.07,13.219,0.07,12.519,0.07,,,9.528,0.033,15.726,0.165,11.652,0.07,0.7,127.51,3.53,,,,,4992.5,3.3,5035.5,16.9,4994.1,6.2,0.252,0.142,35.32,0.02,1.13,12.798,,-0.039,0.594,22.351,220.56,6.57,,,15.705,2.906,5117.3,5055.5,4930.9,4709.8,34.281,0.22,,,34.281,0.22,-21.483,0.231
NGC0759,7397,G ,1.9146911,36.0997565,1.9640097,36.3429959,137.5965504,-24.6305989,335.5219434,-2.8344663,0,E,,,,,-4.8,0.4,,1.05,0.046,0.024,0.027,,21.638,0.32,14.383,0.07,13.833,0.07,12.733,0.07,11.335,0.306,9.167,0.043,,,13.251,0.53,1.05,,,0,5,266.18,9.86,,,4646.1,8.1,4646.1,8.1,0.383,0,25.92,0.02,1.11,13.38,11.166,0.478,0.97,22.958,,,0.256,0.005,,,4859.3,4779.3,4730.5,4398.4,34.189,0.229,34.163,0.034,34.163,0.034,-20.782,0.078
NGC0783,7657,G ,1.9700594,31.6410922,2.0184988,31.8823664,139.7768202,-28.7001626,331.6303347,-5.1334251,0,Sc,,,,,5.3,0.6,,1.139,0.038,0.263,0.035,63.31,,,,,12.724,0.323,,,,,9.692,0.055,15.391,0.158,12.102,,,22.1,1.15,,,101.06,9.27,5192.8,2.7,5194.4,4.6,5193.2,1.5,0.266,0.452,58.66,0.03,1.153,11.978,,,,21.654,25.87,1.36,,,15.358,3.381,5393.1,5315.2,5254.2,4939.3,34.421,0.207,33.941,0.038,33.941,0.038,-21.964,0.325
NGC0799,7741,G ,1.9940871,-0.3412071,2.0367603,-0.1006563,158.0039441,-58.0700315,301.0222053,-16.180773,0,SBa,B,R,M,,1.1,0.6,,1.232,0.036,0.073,0.024,,22.196,0.411,15.627,0.09,14.141,0.435,,,12.382,0.326,10.196,0.077,16.119,0.092,,,0.96,60.36,3.64,,,,,5849.7,4.3,5821.4,2.4,5828.1,8.6,0.116,0.074,34.44,0.02,1.24,13.878,12.331,,,23.953,106.74,6.69,,,16.098,2.219,5917.2,5863.7,5728.4,5558,34.601,0.189,34.502,0.038,34.502,0.038,-20.624,0.437
NGC0911,9221,G ,2.3759569,41.7311607,2.4284417,41.95625,141.1040143,-17.5649436,342.8755851,-5.4474077,0,E,,,,,-4.8,0.6,,1.228,0.073,0.302,0.058,115,,,,,13.949,0.247,,,,,9.878,0.05,,,,,,,,,,240.49,11.82,,,5765.8,15,5765.8,15,0.258,0,90,0.83,1.256,13.605,,,,23.906,,,0.331,0.005,,,5973.1,5895.9,5866.8,5555.2,34.662,0.185,34.709,0.049,34.706,0.047,-21.101,0.252
NGC0958,9560,G ,2.4697754,-3.1603167,2.5118838,-2.9390238,171.6768914,-56.1096071,300.2291314,-23.8128161,0,SBc,B,,,,4.9,0.5,,1.401,0.027,0.54,0.028,4.41,21.571,0.747,13.089,0.046,12.909,0.046,12.183,0.053,11.04,0.073,8.811,0.034,14.131,0.143,11.091,0.22,0.815,277.83,7.27,,,173,14.09,5738,3.2,5730.8,13,5737.6,2.6,0.131,0.888,77.97,0.08,1.392,11.859,10.982,0.046,0.573,22.659,284.07,7.46,,,14.052,2.193,5790.4,5745.6,5610.7,5503,34.553,0.193,34.453,0.066,34.463,0.063,-22.605,0.078
NGC0976,9776,G ,2.5195909,20.7578541,2.5666694,20.9767778,152.8394599,-35.8690464,324.4272454,-16.2201862,0,Sbc,,,,,4.1,0.6,,1.188,0.043,0.029,0.057,,21.171,0.305,13.39,0.06,13.23,0.06,12.41,0.06,,,9.142,0.038,15.008,0.157,11.689,0.26,0.905,146.26,3.36,,,,,4295.8,4,4332,23,4296.9,5.2,0.473,0.047,21.17,0.02,1.231,12.681,,0.046,0.679,22.856,405.03,15.91,,,14.987,2.306,4438.2,4372.1,4288.3,4063.3,33.972,0.253,33.39,0.016,33.39,0.016,-20.709,0.062
NGC1060,10302,G ,2.6705266,32.2130722,2.72085,32.4249401,148.7673476,-24.7772148,335.9719652,-12.9713788,0,E-S0,,,,,-3,0.5,,1.373,0.03,0.13,0.026,76.99,21.977,0.305,13.72,0.08,13.01,0.08,11.82,0.08,,,8.229,0.041,,,,0.74,1.19,,,,,289.31,16.64,,,5146.2,32.6,5146.2,32.6,0.841,0,52.91,0.03,1.477,12.092,,0.523,0.949,23.607,,,0.319,0.007,,,5316.4,5245.5,5193.2,4935.4,34.387,0.209,,,34.387,0.209,-22.295,0.224
NGC1139,10888,G ,2.8402586,-14.7332936,2.8796681,-14.5293194,195.0558327,-59.088583,288.8370675,-31.7329275,0,S0-a,B,R,,,0.1,0.7,,1.009,0.051,0.47,0.028,43,,,,,15.91,0.5,,,,,11.344,0.121,,,,,,,,,,,,,,10543.4,45,10543.4,45,0.167,0.188,90,0.83,1.006,15.397,,,,24.412,,,,,,,10528.5,10502,10356.1,10352.1,35.899,0.105,,,35.899,0.105,-20.502,0.511
NGC1200,11545,G ,3.0252698,-12.1863491,3.0651333,-11.9918056,193.4884284,-55.4755498,292.3863779,-33.9419281,0,E-S0,,,,,-2.9,0.6,,1.464,0.028,0.19,0.028,84.34,22.454,0.298,,,13.8,0.427,,,10.565,0.096,8.609,0.048,,,,0.56,1.08,,,,,207.67,5.95,,,4049,9,4049,9,0.313,0,64,0.04,1.496,13.427,10.427,,,24.841,,,0.309,0.007,,,4034.6,4007.6,3868.1,3868.3,33.755,0.281,,,33.755,0.281,-20.329,0.511
NGC1201,771919,G ,3.0327214,-26.2639596,3.068895,-26.0696911,218.5424771,-60.4041451,275.3421157,-35.5055587,0,E-S0,B,R,,,-2.6,0.9,,1.533,0.02,0.241,0.018,8.59,,,12.221,0.139,11.701,0.139,10.814,0.096,9.55,0.074,7.707,0.042,,,,0.545,0.98,,,,,162.51,4.01,,,1677.9,10.2,1677.9,10.2,0.067,0,71.99,0.05,1.532,11.609,9.52,0.497,0.893,23.08,,,0.306,0.006,,,1606.6,1597,1443.5,1523.3,31.639,0.752,31.535,0.037,31.535,0.037,-19.926,0.144
NGC1259,12208,G ,3.2331384,41.2021836,3.288131,41.3851222,150.241791,-13.6252068,347.4847876,-13.9524702,0,E-S0,,,,,-3,2,,0.98,0.05,0.15,0.028,80.5,,,,,15.21,0.5,,,,,10.536,0.071,,,,,,,,,,,,,,5831.2,44.7,5831.2,44.7,0.688,0,56.77,0.03,1.063,14.435,,,,23.84,,,,,,,6002.1,5933.9,5913.8,5670,34.678,0.184,34.2,0.04,34.2,0.04,-19.765,0.502
NGC1275,12429,G ,3.2749075,41.3309163,3.3300725,41.5115451,150.5761906,-13.2611019,347.8786034,-14.2565606,0,S0,,,,,-2.2,1.6,S1.5,1.334,0.049,0.172,0.05,110,20.734,0.305,12.675,0.127,12.605,0.127,12.238,0.318,,,8.211,0.159,,,11.233,-0.045,0.75,,,48,12,244.63,12.79,,,5263.4,10.5,5263.4,10.5,0.706,0,57.88,0.03,1.409,11.82,,-0.027,0.534,23.001,,,,,,,5433,5365.1,5346.1,5105.1,34.455,0.203,34.456,0.092,34.456,0.084,-22.636,0.153
NGC1302,12431,G ,3.2950936,-26.2406912,3.3308509,-26.0605611,219.6981116,-56.9259514,275.3817905,-39.0350049,1,S0-a,B,R,,,0.1,0.4,,1.629,0.021,0.039,0.027,,21.529,0.285,11.931,0.307,11.591,0.307,10.629,0.107,10.586,0.252,7.84,0.034,14.698,0.14,,0.38,0.9,39.11,1.3,,,148.22,16.47,1707.2,3.3,1702.9,7.9,1706.5,2.4,0.1,0.019,25.71,0.02,1.637,11.446,10.542,0.319,0.844,23.448,90.15,3.5,0.226,0.009,14.676,3.23,1622.2,1616,1467.1,1571.5,31.697,0.74,,,31.697,0.74,-20.251,0.801
NGC1309,12626,G ,3.3297341,-15.5781563,3.3684875,-15.4000556,202.2019632,-53.1568305,289.1177754,-38.8658018,0,Sbc,,,,,3.9,0.6,,1.373,0.032,0.029,0.032,,20.943,0.249,11.793,0.107,11.963,0.107,11.58,0.097,10.606,0.252,9.119,0.04,14.104,0.096,11.122,-0.09,0.53,58.65,1.23,,,82.03,26.73,2136,2.6,2139.5,10.1,2136.2,2,0.173,0.047,21.21,0.02,1.388,11.729,10.53,-0.213,0.38,22.514,162.09,4.86,,,14.083,2.354,2091.7,2073,1935,1985.2,32.254,0.561,32.678,0.033,32.678,0.033,-20.949,0.112
NGC1589,15342,G ,4.4696966,0.7563671,4.5126448,0.8635097,194.2715731,-30.3780658,318.0748903,-50.7140257,0,Sab,,,,,2.4,0.7,,1.486,0.027,0.495,0.027,159.57,,,13.331,0.065,12.821,0.065,11.813,0.074,10.492,0.076,8.271,0.048,15.59,0.092,,0.595,1.13,290.59,12.07,,,191.47,17.32,3791.3,5,3776.2,34.1,3791,3.9,0.367,0.614,80.34,0.1,1.501,11.802,10.33,0.315,0.841,23.278,294.77,12.28,0.3,0.014,15.491,3.689,3749,3730.6,3645.6,3725.3,33.614,0.298,,,33.614,0.298,-21.812,0.305
NGC1699,16390,G ,4.9086785,-4.8338993,4.9498879,-4.7568652,203.598031,-27.5502848,313.9759285,-59.0222699,0,Sb,,,,,3.1,0.6,,1.014,0.079,0.147,0.051,165.52,,,,,,,,,12.52,0.09,10.675,0.112,,,,,,,,,,,,,,3936.9,45,3936.9,45,0.205,0.219,46.44,0.02,1.028,,12.43,,,,,,,,,,3848.7,3844,3762.3,3917.3,33.686,0.29,33.54,0.03,33.54,0.03,,
NGC1819,16899,G ,5.1518041,5.1408692,5.19615,5.2006111,196.172495,-19.395257,333.7218398,-56.9816765,0,S0,B,,,,-2,0.4,,1.186,0.036,0.165,0.025,117.25,,,,,13.662,0.223,,,,,9.257,0.044,16.213,0.207,11.051,,,128.31,6.38,,,152.37,5.28,4465,5.1,4556.4,21.4,4469.8,14.9,0.493,0,55.81,0.03,1.235,13.101,,,,23.317,155.11,7.85,,,16.183,3.082,4409.4,4398.4,4342.2,4466.1,33.993,0.25,33.895,0.025,33.895,0.025,-20.794,0.224
NGC1961,17625,G ,5.6095471,69.3536066,5.7013319,69.3786639,143.8222825,19.4723984,20.1085479,-3.9340553,0,SABb,B,,,,4.2,1,S3,1.645,0.027,0.154,0.045,85,22.633,0.308,,,11.788,0.091,11.541,0.728,,,7.765,0.102,13.219,0.101,10.768,0.31,0.86,326.78,9.53,,,242.76,11.48,3935.5,4.5,3933,10,3935,2.9,0.537,0.254,47.04,0.02,1.69,10.971,,,0.563,23.469,446.53,13.8,,,13.197,2.226,4115.4,4059.6,4138,3910.7,33.888,0.262,,,33.888,0.262,-22.917,0.277
NGC2076,17804,G ,5.742722,-16.7997827,5.7798373,-16.7823802,221.3114828,-21.643956,290.3251976,-73.5945231,1,S0-a,,,,,-0.8,1.1,,1.402,0.031,0.226,0.028,44,,,14.365,0.186,13.935,0.186,12.925,0.186,10.929,0.061,8.542,0.047,13.668,0.115,10.85,0.51,0.88,174.35,5.46,,,,,2138.1,4.7,2142.5,3.1,2141.1,2.3,0.362,0,61.89,0.04,1.427,13.541,10.77,0.322,0.875,24.64,197.66,6.31,,,13.632,0.092,1967.6,1989.9,1916.2,2207.8,32.254,0.566,,,32.254,0.566,-18.713,0.596
NGC2258,19622,G ,6.6877658,74.535568,6.7961609,74.4818274,140.2201667,25.8204023,25.9657947,0.1981354,0,S0,,R,,,-2,0.4,,1.48,0.03,0.199,0.025,149.75,21.782,0.305,,,13.01,0.073,11.87,0.073,,,8.203,0.049,,,,,1.16,,,,,282.37,6.89,,,4059.6,21.1,4059.6,21.1,0.554,0,61.67,0.04,1.535,12.395,,,0.96,24.13,,,0.355,0.006,,,4242.7,4190,4285.8,4056.8,33.972,0.253,33.871,0.032,33.871,0.032,-21.476,0.08
NGC2320,20136,G ,7.0305578,50.6575291,7.0950009,50.5810723,166.3596516,22.793143,28.3018462,-23.668449,0,E,,,,,-4.8,0.5,,1.17,0.087,0.253,0.064,138.34,22.713,0.311,,,12.932,0.178,11.942,0.178,,,8.885,0.048,,,14.068,,1.06,,,110,15,314.02,7.04,,,5903.4,29.5,5903.4,29.5,0.298,0,90,0.83,1.207,12.545,,,0.866,22.61,,,0.292,0.003,,,5978.1,5948.5,6028,5980.5,34.723,0.18,34.483,0.039,34.483,0.039,-21.938,0.182
NGC2441,22031,G ,7.7682842,73.1431236,7.8652139,73.0156667,141.9871323,30.2586185,30.56681,-0.7813726,0,SABb,B,R,,,3.3,0.9,,1.296,0.03,0.038,0.026,,,,,,13.003,0.062,12.193,0.062,,,9.934,0.074,15.022,0.14,12.851,,,53.04,2.08,,,,,3463.1,5.1,3481,16,3464.7,5,0.115,0.06,24.54,0.02,1.305,12.802,,,0.754,23.156,127.69,5.7,,,15.001,2.199,3632.3,3585.5,3691.6,3491.3,33.639,0.294,32.944,0.042,32.944,0.042,-20.142,0.075
NGC2577,23498,G ,8.3297184,22.7139585,8.3787382,22.5530479,201.1203653,29.5829578,56.291603,-46.1267756,0,E-S0,,,,,-2.9,0.5,,1.191,0.038,0.246,0.026,105,21.665,0.564,14.028,0.091,13.428,0.091,12.418,0.091,,,9.093,0.048,19.109,0.3,,,,222.76,19.81,204,8,205.06,6.77,2115,7.9,2077.6,27.3,2112.1,8.9,0.233,0,76.31,0.07,1.211,13.164,,0.542,0.925,23.094,229.28,20.5,0.325,0.009,19.039,5.875,2016,2035.6,2118.1,2346.4,32.466,0.512,,,32.466,0.512,-19.302,0.52
NGC2595,23725,G ,8.4130758,21.6449343,8.4616721,21.4791171,202.7338023,30.3102451,58.5320548,-46.418631,0,Sc,B,R,M,,5,0.4,,1.22,0.038,0.17,0.028,30.57,23.037,0.268,15.245,0.088,13.165,0.203,12.395,0.13,11.431,0.348,9.696,0.206,14.938,0.109,12.852,0.205,0.745,159.24,3.74,,,,,4332.7,3.2,4323.6,2.1,4326.2,3.3,0.172,0.292,48.78,0.02,1.229,12.678,11.356,0.008,0.56,22.68,211.71,5.17,,,14.917,2.239,4223.2,4245.2,4328.9,4568.1,33.993,0.251,34.349,0.024,34.349,0.024,-21.671,0.205
NGC2608,24111,G ,8.5374878,28.6465299,8.5881055,28.473466,195.4556571,34.0474515,55.3554225,-39.5996856,1,Sb,B,R,M,,3.4,0.6,,1.291,0.026,0.312,0.034,64.49,22.263,0.363,13.051,0.13,12.961,0.13,12.251,0.13,11.21,0.068,9.338,0.035,15.875,0.132,12.057,0.135,0.77,94,2.46,,,,,2155.7,2.8,2124.8,10.9,2153.8,5.5,0.17,0.467,64.32,0.04,1.295,12.308,11.135,0.004,0.599,22.628,104.3,2.77,,,15.836,3.528,2085.1,2099.3,2195.6,2383.4,32.546,0.494,33.043,0.041,33.043,0.041,-20.735,0.136
NGC2623,24288,G ,8.5903501,25.9306095,8.6400187,25.7545702,198.839484,33.973452,58.0702703,-41.5020519,0,Sb,,,M,,2.7,1.8,,1.379,0.114,0.536,0.081,36.46,,,15.521,0.667,13.984,0.073,13.552,0.032,13.277,0.072,10.467,0.063,16.689,0.201,9.847,0.257,0.815,34.14,1.68,,,93.46,12.79,5538,4.3,5450.6,4.5,5496.6,30.9,0.178,0.7,82.99,0.13,1.374,13.065,13.199,-0.01,0.512,23.812,34.39,1.7,,,16.554,3.489,5412.9,5431.3,5526,5737,34.521,0.197,34.952,0.05,34.926,0.216,-21.861,0.228
NGC2811,26151,G ,9.2306045,-16.1033452,9.2697534,-16.3126793,246.2083221,22.100841,122.4518021,-56.1137938,0,SBa,B,,,,1.1,0.4,,1.476,0.04,0.471,0.03,20.86,20.277,0.515,12.838,0.107,12.248,0.107,11.448,0.071,10.002,0.111,8.01,0.045,17.52,0.092,13.557,0.595,1.02,120.84,7.95,,,218.4,10.55,2371,8.1,2102.1,32.9,2355.6,44.6,0.231,0.387,84.59,0.17,1.479,11.6,9.901,0.453,0.802,22.886,121.38,8,,,17.346,5.746,2086.6,2158.2,2202.6,2676.9,32.546,0.495,32.575,0.049,32.575,0.049,-20.975,0.118
NGC2841,26512,G ,9.309949,51.1900887,9.3674044,50.9766176,166.9419264,44.1513729,49.525089,-15.9780313,0,SBb,B,R,,,2.9,0.5,S3,1.839,0.023,0.319,0.031,147,21.483,0.228,12.672,0.04,10.064,0.122,10.179,1.367,8.694,0.675,6.085,0.088,12.191,0.121,10.871,0.43,0.935,290.36,6.04,128,28.3,212.06,4.66,634.8,2.4,637.8,5.1,635.4,1.8,0.066,0.453,65.32,0.04,1.832,9.541,8.665,0.266,0.792,22.482,319.55,6.76,0.287,0.005,12.151,2.61,682.6,671.6,800.7,806.3,30.403,1.355,31.07,0.027,31.07,0.027,-21.529,0.125
NGC2930,27404,G ,9.5783428,23.4285977,9.6257476,23.2033074,206.8925591,46.2169131,72.9426989,-34.3879073,0,Sbc,,,,,4.4,2.7,,0.697,0.077,0.363,0.036,142.26,,,15.826,0.03,14.916,0.408,,,14.422,0.071,12.089,0.117,,,,,,,,,,,,7376,8.5,7383,12.4,7378.2,5.4,0.136,0.589,67.45,0.04,0.695,14.143,14.362,,,21.478,,,,,,,7274,7305.1,7425,7670.4,35.168,0.146,35.13,0.03,35.13,0.03,-20.987,0.409
NGC2935,27351,G ,9.5739588,-20.9031561,9.6124636,-21.1281159,253.5932195,22.572095,130.7998247,-51.3588452,0,Sb,B,R,,,3.2,0.7,,1.621,0.019,0.123,0.023,168.27,,,12.498,0.232,12.253,0.232,11.193,0.077,9.937,0.158,8.335,0.048,13.654,0.133,11.406,0.32,0.853,127.69,1.17,,,,,2274.1,3.1,2249.6,24.6,2273.7,3.1,0.275,0.187,42.77,0.02,1.642,11.775,9.816,0.163,0.684,23.887,188.04,1.95,,,13.632,1.858,1990.7,2068.5,2112.2,2603.5,32.466,0.514,32.82,0.085,32.82,0.085,-21.045,0.247
NGC2962,27635,G ,9.6379505,5.3935605,9.6816434,5.165805,229.9966877,39.6683148,92.8084373,-43.9476809,0,S0-a,B,R,,,-1,0.7,,1.364,0.033,0.3,0.028,1.5,22.149,0.606,13.45,0.15,12.91,0.15,11.88,0.15,,,8.688,0.04,15.746,0.171,,0.455,1.055,194.31,5.98,175,9,160.67,8.24,1958.6,3.2,1997.2,43.1,1958.8,3,0.25,0,72.32,0.05,1.377,12.63,,0.444,0.914,23.412,203.94,6.36,0.291,0.009,15.691,3.061,1767.3,1822,1919.1,2292.5,32.254,0.565,32.708,0.037,32.708,0.037,-20.078,0.155
NGC2986,27885,G ,9.6991175,-21.0479976,9.7377827,-21.278215,255.0402341,23.7226007,130.9973116,-49.6044024,0,E,,,,,-4.7,0.6,,1.629,0.029,0.094,0.028,48.14,,,12.264,0.134,11.694,0.134,10.642,0.128,,,7.657,0.072,,,,0.59,1.005,,,50.17,14.27,262.24,4.05,,,2326.8,11.7,2326.8,11.7,0.252,0,52.14,0.03,1.665,11.407,,0.524,0.891,23.7,,,0.321,0.003,,,2043.4,2122.3,2168.9,2660.7,32.507,0.5,32.658,0.038,32.658,0.038,-21.251,0.139
NGC3021,28357,G ,9.7998347,33.7879339,9.8492081,33.5535186,192.1780839,50.838733,66.258611,-25.3148612,0,Sbc,,,,,4,0.2,,1.133,0.07,0.226,0.046,109.67,20.994,0.281,,,12.55,0.241,12.42,0.1,11.161,0.062,9.188,0.019,14.889,0.093,11.477,,0.88,112.96,3.2,,,55.72,24.55,1538.3,2.6,1515.5,30.8,1538.2,2.3,0.058,0.364,55.7,0.03,1.13,12.118,11.136,,,21.548,136.74,4.02,0.125,0.007,14.859,2.742,1489.3,1507.1,1641,1801,31.916,0.661,32.603,0.036,32.603,0.036,-20.485,0.244
NGC3147,30019,G ,10.2110666,73.6502373,10.281577,73.4007336,136.2899788,39.4632777,39.2257017,4.8432074,0,Sbc,,,,,3.9,0.5,S2,1.614,0.039,0.064,0.047,151.68,21.051,0.316,,,11.255,0.146,11.942,1.036,,,7.439,0.051,14.153,0.168,10.694,,0.93,173.51,5.87,,,223.94,7.42,2814.1,4.4,2814,5,2814.1,2.4,0.105,0.104,31.23,0.02,1.621,11.027,,,0.766,22.948,334.65,13.18,,,14.131,3.104,2977.2,2937.3,3064.9,2873.5,33.246,0.354,32.944,0.018,32.944,0.018,-21.917,0.147
NGC3169,29855,G ,10.1942096,3.7150414,10.2374414,3.4664709,238.2004762,45.6465398,99.4845532,-37.1385718,1,Sa,,R,M,,1.2,0.5,S,1.637,0.038,0.214,0.052,48.65,,,11.514,0.09,11.254,0.09,10.895,0.844,8.609,1.312,7.293,0.048,12.452,0.155,10.815,0.325,0.895,211.23,6.46,,,184.88,5.95,1230.3,3.2,1266.1,15.6,1231.7,5.4,0.134,0.208,56.74,0.03,1.641,10.896,8.55,0.196,0.77,22.929,252.61,8.03,0.134,0.006,12.422,1.525,1035,1095.6,1204.6,1584.3,31.252,0.901,31.518,0.03,31.518,0.03,-20.621,0.094
NGC3190,30083,G ,10.2557705,22.0832606,10.3017367,21.8326815,213.0356092,54.8478333,80.7375911,-27.6733295,0,Sa,,,,,0.9,0.6,,1.561,0.022,0.475,0.029,123.52,,,15.062,0.117,11.877,0.232,11.052,0.087,11.376,1.591,7.469,0.05,15.66,0.133,11.535,0.53,0.985,214.85,6.47,0,0,182.64,6.43,1311.1,3.2,1333,5.2,1317.1,7.2,0.109,0.358,87.76,0.4,1.553,11.395,11.328,0.365,0.848,22.972,215.01,6.51,0.171,0.006,15.259,3.864,1208.3,1245.7,1380.8,1632.4,31.518,0.786,31.93,0.02,31.93,0.02,-20.535,0.232
