objname,pgc,objtype,al1950,de1950,al2000,de2000,l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,agnclass,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,m21,e_m21,mfir,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,itc,ubtc,bvtc,bri25,vrot,e_vrot,mg2,e_mg2,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs
PGC058102,58102,G ,16.4020839,40.4572389,16.4303437,40.3451235,64.0233786,44.2479542,71.6240512,49.3691918,0,Sd,,,M,,7.8,1.7,,0.752,0.2,0.14,0.059,7.21,22.173,0.253,15.762,0.167,15.22,0.328,,,14.224,0.1,11.981,0.141,16.071,0.266,12.764,,,89.19,7.71,,,,,8682,7.9,8705.5,1.9,8704.2,3.9,0.035,0.256,49.3,0.02,0.75,14.907,14.209,,,22.435,117.63,10.48,,,16.05,1.143,8886.4,8861.3,8995.2,8731,35.592,0.121,,,35.592,0.121,-20.685,0.349
PGC059076,59076,G ,16.8032453,40.5181629,16.8308787,40.4333508,64.3857733,39.6798415,67.862374,53.2972874,0,Sc,,,,,6,2,,0.72,0.055,0.36,0.082,83.06,21.982,0.184,16.949,0.081,15.859,0.373,,,15.117,0.051,12.809,0.103,,,,,,,,,,,,,,8832.2,3.1,8832.2,3.1,0.075,0.631,66.12,0.04,0.713,15.113,15.083,,,22.496,,,,,,,9031.1,9000.7,9125.6,8829.8,35.623,0.119,35.405,0.041,35.428,0.109,-20.316,0.389
PGC059162,59162,G ,16.8408021,30.7930942,16.8729674,30.7110452,52.1321269,37.7878713,82.8405677,58.2357694,0,E-S0,,,M,,-3,2,,0.925,0.144,0.207,0.085,104.88,21.566,0.506,16.904,0.009,15.123,0.331,,,13.727,0.097,10.788,0.121,,,,,,,,,,,,,,10916.4,3.4,10916.4,3.4,0.147,0,68.2,0.05,0.936,14.812,13.662,,,23.468,,,,,,,11091.3,11069.8,11187.1,10920.1,36.072,0.097,,,36.072,0.097,-21.26,0.345
PGC060162,60162,G ,17.3671224,60.0561398,17.3780877,60.01065,88.877422,34.259011,41.895596,42.6212475,0,SBc,B,,,D,5,1.5,,0.867,0.064,0.23,0.028,28.04,22.324,0.395,16.457,0.149,15.49,0.326,,,14.748,0.117,13.033,0.156,,,,,,,,,,,,,,5580.5,4.7,5580.5,4.7,0.11,0.391,55.63,0.03,0.868,14.959,14.7,,,23.127,,,,,,,5828,5776.3,5894.6,5533.1,34.663,0.184,,,34.663,0.184,-19.704,0.375
PGC061289,61289,G ,17.9924449,26.2522847,18.026009,26.2529734,52.156653,21.9650571,74.0082772,73.6858477,1,S0,,,,,-2,2,,,,,,110,,,,,14.479,0.35,,,,,10.662,0.04,,,13.521,,,,,,,,,,,4647,31,4647,31,0.428,,,,,13.982,,,,,,,,,,,4859.9,4824.6,4903.5,4556,34.263,0.222,34.031,0.031,34.031,0.031,-20.049,0.351
PGC061808,61808,G ,18.3523846,29.874564,18.3844852,29.9013889,57.5873642,18.8184041,52.405175,74.0252009,1,,,,,,,,,0.969,0.049,0.09,0.028,176.5,,,,,14.823,0.41,,,,,11.329,0.06,,,,,,,,,,,,,,8083,33,8083,33,0.488,,36.3,0.02,,14.255,,,,23.409,,,,,,,8319.1,8275.2,8347.6,7963.1,35.434,0.13,35.37,0.03,35.37,0.03,-21.115,0.411
PGC063832,63832,G ,19.9080196,40.2996928,19.9369176,40.4339623,75.6113123,6.1315001,1.1858509,61.9280506,1,E,,,,,-5,0.5,,0.788,0.194,0,0.065,,,,,,14.694,0.09,13.484,0.09,,,9.117,0.057,,,,,,,,,,,,,,4761,80,4761,80,1.363,0,0,0.02,1.008,13.26,,,0.866,22.515,,,,,,,5057.7,4987.4,5029.6,4548.1,34.317,0.218,34.068,0.053,34.068,0.053,-20.808,0.105
PGC064024,64024,G ,20.0230227,49.1783819,20.0471889,49.3197778,83.9253283,9.671145,7.7401227,53.6630556,0,E,,,,,-5,2,,,,,,100,,,,,14.4,0.41,,,,,10.003,0.043,,,,,,,,,,,,,,7071,49,7071,49,0.841,,,,,13.453,,,,,,,,,,,7374.2,7300.5,7354.9,6874.5,35.155,0.148,35.231,0.065,35.219,0.06,-21.766,0.414
PGC065328,65328,G ,20.7174862,-5.1331014,20.761437,-4.9501009,42.0475695,-27.5983562,261.6132707,55.6936481,0,Sab,,,,,2,0.5,,1.06,0.04,0.1,0.028,81.98,,,16.563,0.02,14.981,0.5,,,13.372,0.305,11.269,0.122,,,,,,,,,,,,,,8598,10.7,8598,10.7,0.231,0.128,39.42,0.02,1.078,14.537,13.271,,,23.876,,,,,,,8784.2,8738.4,8669.9,8307.5,35.509,0.125,,,35.509,0.125,-20.973,0.515
PGC071505,71505,G ,23.4240256,8.5073923,23.4663306,8.7828611,90.6410183,-48.7857618,299.4311761,23.204648,0,S?,,,,,5.5,4.7,,0.544,0.236,0.135,0.061,33,,,,,14.249,0.299,,,,,11.48,0.051,,,,,,,,,,,,,,8664,34,8664,34,0.256,0.236,43.86,0.02,0.562,13.719,,,,20.445,,,,,,,8888.1,8811.5,8701.1,8295.1,35.52,0.125,,,35.52,0.125,-21.801,0.324
PGC072411,72411,G ,23.7480348,28.1156088,23.7901453,28.3934699,106.2358821,-32.39387,321.227613,22.0215773,0,Sbc,,,,,4.2,2.5,,0.949,0.051,0.349,0.027,174.5,,,,,15.029,0.41,,,13.285,0.03,11.17,0.047,16.081,0.213,13.086,,,179.4,4.89,,,,,9023.2,4.1,9032.8,3.7,9028.5,4.3,0.312,0.561,66.55,0.04,0.965,14.097,13.148,,,22.885,195.54,5.39,,,16.039,1.942,9299.4,9210.7,9143.3,8688.1,35.633,0.119,35.849,0.045,35.822,0.108,-21.725,0.424
UGC00005,205,G ,0.0088642,-2.1922484,0.0515714,-1.9138398,96.2227882,-62.2520327,290.9995717,11.9505621,0,Sbc,B,,,,3.9,0.6,,1.144,0.039,0.338,0.026,47,,,,,14.222,0.273,,,12.17,0.088,10.235,0.057,15.578,0.094,13.029,,,211.11,6.56,,,,,7285.7,7.1,7299.1,3.1,7296.9,3.9,0.173,0.531,65.92,0.04,1.147,13.471,12.094,,,23.084,231.23,7.25,,,15.537,2.066,7463,7397.7,7259.6,6940.5,35.118,0.149,,,35.118,0.149,-21.647,0.311
UGC00014,250,G ,0.016933,22.9224101,0.0597249,23.2007729,108.8693015,-38.3606804,316.3211192,17.671941,0,Sc,,,,,5.6,0.9,,1.018,0.034,0.268,0.022,25.38,22.77,0.553,15.813,0.012,14.113,0.378,,,12.766,0.388,10.789,0.13,15.712,0.097,12.891,,0.91,161.66,2.43,,,,,7250.9,3.1,7266.2,2.5,7260,5.6,0.408,0.467,58.97,0.03,1.046,13.205,12.586,,,22.423,188.66,2.9,,,15.68,2.475,7511.4,7425.5,7341.9,6913.5,35.143,0.148,35.03,0.02,35.03,0.02,-21.825,0.378
UGC00040,415,G ,0.0538783,27.1709059,0.0967799,27.449222,110.6597523,-34.3327502,320.8088735,17.8681406,0,SBb,B,,,,3.3,1.3,,1.029,0.087,0.207,0.048,97.55,23.113,0.753,16.137,0.013,15.058,0.302,,,13.186,0.252,10.828,0.064,16.459,0.138,,,,177.06,4.65,,,,,7523.3,3.1,7511.1,2.5,7515.9,4.6,0.305,0.314,54.06,0.03,1.049,14.383,13.052,,,23.587,218.69,6.01,,,16.43,2.047,7776.4,7688.6,7615.7,7178.5,35.228,0.142,35.02,0.02,35.02,0.02,-20.637,0.303
UGC00052,515,G ,0.0709744,8.3502174,0.1137538,8.6285362,104.5597003,-52.6445085,301.6829769,13.8439057,0,Sc,,,,,5.3,0.6,,1.11,0.048,0.124,0.031,143,,,,,14.929,0.322,,,,,10.441,0.077,15.329,0.096,13.138,,0.83,93.05,3.35,,,,,5255.7,3.2,5256.5,1.8,5256.3,1.2,0.457,0.216,42.31,0.02,1.148,14.227,,,,23.977,138.25,5.2,,,15.307,1.08,5461.2,5385.6,5267.1,4896.9,34.421,0.206,34.215,0.052,34.227,0.103,-20.001,0.338
UGC00139,963,G ,0.1994884,-1.0155605,0.2421842,-0.7376102,102.8517963,-62.1618638,292.9640812,9.5361693,0,SABc,B,,M,,5.2,0.8,,1.195,0.033,0.372,0.033,82.28,22.673,0.318,15.822,0.071,14.543,0.36,,,13.142,0.323,11.078,0.08,14.576,0.084,,,0.88,140.53,2.29,,,,,3959.3,4.3,3946.4,4.2,3952.6,5,0.194,0.631,67.43,0.04,1.198,13.696,13.056,,,23.553,152.19,2.53,,,14.533,0.837,4117.2,4051.1,3913.5,3599.6,33.778,0.277,33.453,0.051,33.453,0.051,-19.757,0.364
UGC00272,1713,G ,0.4211536,-1.4764966,0.4638152,-1.1999464,109.6294282,-63.4602974,293.4406807,6.2135453,0,SABc,B,,,,6.5,0.8,,1.128,0.029,0.435,0.023,126.43,23.842,0.456,16.172,0.207,15.228,0.306,,,14.043,0.315,12.921,0.166,15.393,0.161,,,,101.93,3.1,,,,,3897.3,4.8,3898.7,2.8,3898.3,1.8,0.099,0.769,70.66,0.05,1.12,14.342,13.999,,,23.753,108.03,3.31,,,15.343,1,4053,3988.3,3848.4,3552.1,33.733,0.282,33.723,0.176,33.725,0.15,-19.383,0.341
UGC00291,1788,G ,0.4426599,32.8278349,0.4868328,33.1041378,117.5822345,-29.536569,327.4573386,13.7970442,0,Sm,,,,,9,0.5,,0.935,0.11,0.048,0.057,68.89,23.879,0.598,17.857,0.061,16.735,0.442,,,15.673,0.126,,,16.301,0.185,,,,72.37,2.09,,,,,4820,4.7,4821.7,9.3,4820.3,3,0.361,0.088,29.28,0.02,0.967,16.278,15.514,,,25.054,147.99,5.65,,,16.28,0.001,5080.6,4992.2,4932.3,4505.8,34.281,0.22,,,34.281,0.22,-18.003,0.494
UGC00595,3444,G ,0.9170961,-1.6628076,0.9596866,-1.3927504,126.4642939,-64.2223673,295.2830198,-0.9941701,0,E,,,,C,-4.4,1.2,S3,0.944,0.06,0.031,0.025,,22.788,0.389,,,14.378,1.111,,,12.684,0.076,11.151,0.487,,,,,,,,32,14,235.81,11.21,,,13499.4,15.1,13499.4,15.1,0.153,0,28.26,0.02,0.965,14.022,12.617,,,22.969,,,,,,,13633.6,13571.9,13429.9,13171.8,36.478,0.081,,,36.478,0.081,-22.457,1.114
UGC00607,3508,G ,0.9354007,12.4786376,0.9791417,12.7483333,125.7106161,-50.0839559,308.9798079,2.5480452,0,Sc,,,,,5.9,0.4,,0.891,0.055,0.063,0.034,25,,,,,15.368,0.318,,,,,11.344,0.145,16.758,0.297,,,,136.22,5.53,,,,,11643.7,6,11738.6,24,11649.3,16.3,0.38,0.111,30.57,0.02,0.925,14.825,,,,23.442,267.88,11.97,,,16.736,1.912,11836.4,11761.4,11647.8,11319.6,36.162,0.093,36.417,0.044,36.371,0.127,-21.546,0.343
UGC00638,3697,G ,0.9896539,26.6832324,1.0348222,26.9518841,125.8608989,-35.8592462,322.9268041,5.5225596,0,E,,,,,-4,2,,1.11,0.045,0.136,0.027,99.73,23.514,0.26,16.232,0.016,15.123,0.662,,,12.829,0.099,10.428,0.147,,,,,,,,,,334.34,114.46,,,14397.6,3.4,14397.6,3.4,0.336,0,59.01,0.03,1.153,14.571,12.682,,,24.524,,,,,,,14625.1,14541.6,14463.5,14087.3,36.642,0.075,,,36.642,0.075,-22.072,0.667
UGC00646,3773,G ,1.0114967,31.9691215,1.0573224,32.2373374,125.8792635,-30.5656772,328.1438225,6.5751963,0,SBb,B,,,,2.5,1.3,,1.219,0.031,0.415,0.028,103.03,22.239,0.338,16.161,0.012,14.816,0.312,,,12.585,0.192,10.46,0.058,17.545,0.269,,,,174.08,5.51,,,,,5298,5,5284.8,1.3,5285.6,2.7,0.319,0.536,73.67,0.06,1.232,13.921,12.445,,,24.03,181.4,5.78,,,17.486,3.564,5524.8,5439.4,5375.8,4987.5,34.472,0.202,34.14,0.037,34.14,0.037,-20.218,0.314
UGC00934,5085,G ,1.3446352,30.5237749,1.3912011,30.7844771,131.0088741,-31.5843318,327.9061925,2.0719044,0,Sc,,,M,,4.6,1.7,,1.01,0.048,0.484,0.026,145.64,21.846,0.742,16.368,0.018,14.631,0.397,13.681,0.397,13.541,0.089,10.975,0.046,16.665,0.194,,,,185.74,7.23,,,,,10457,4.3,10497.5,1.9,10490.7,10.5,0.231,0.784,75.19,0.07,1.012,13.558,13.439,,0.741,22.54,192.13,7.51,,,16.6,3.041,10713.9,10631.2,10563.9,10203.2,35.943,0.103,,,35.943,0.103,-22.385,0.41
UGC01162,6056,G ,1.5881851,41.4001864,1.6376306,41.6540833,132.2370505,-20.3701112,339.1721523,2.5817617,0,Sb,B,R,,,3,0.4,,0.97,0.051,0.26,0.028,167,,,,,15.239,0.398,,,,,10.761,0.176,,,,,,,,,,,,,,11104.9,9.7,11104.9,9.7,0.274,0.379,59.81,0.03,0.985,14.503,,,,23.399,,,,,,,11341.4,11257.8,11222.5,10855.2,36.08,0.097,36.184,0.033,36.173,0.052,-21.67,0.401
UGC01191,3166535,? ,1.6580247,7.410892,1.70178,7.6628,144.1569329,-53.108097,307.1380392,-9.1228183,1,,,,,,,,,,,,,,,,,,16,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,15.82,,,,,,,,,,,,,,,,,,,,,,
UGC01393,7163,G ,1.877389,21.0416512,1.9235278,21.2862778,142.2706746,-39.1710553,321.2243786,-7.7793627,0,E-S0,,,,,-2.8,1.1,,0.929,0.048,0.31,0.026,64.75,,,,,15.684,0.332,,,,,11.206,0.127,15.805,0.297,,,,221.21,16.43,,,,,12402,6.8,12320,56,12400.8,8.5,0.335,0,90,0.83,0.959,15.163,,,,24.029,221.21,,,,14.979,-0.184,12574.2,12500.9,12411.2,12126.2,36.303,0.087,,,36.303,0.087,-21.139,0.343
UGC01666,8334,G ,2.1305449,34.7492693,2.1801694,34.9844722,140.8194224,-25.1151395,335.2919922,-5.7893083,0,,,,,,,,,0.978,0.103,0,0.057,,,,,,16.06,0.359,,,,,11.432,0.121,,,,,,,,,,,,,,13293,42,13293,42,0.389,,0,0.02,,15.538,,,,24.69,,,,,,,13494,13416.4,13365.4,13054,36.464,0.081,36.31,0.02,36.31,0.02,-20.772,0.359
UGC01993,9618,G ,2.4758371,39.157673,2.527788,39.3784191,143.2545176,-19.5054036,341.088988,-7.6319009,0,Sb,,,,,3.2,0.8,,1.253,0.037,0.693,0.034,140,22.591,0.389,,,14.203,0.327,,,,,10.745,0.113,15.585,0.12,,,,228.68,8.42,,,,,8021.6,6.6,8005,72.8,8021.5,4.7,0.242,0.932,90,0.83,1.248,12.969,,,,23.138,228.68,,,,14.759,1.79,8218.8,8143.1,8107.8,7810.8,35.367,0.134,35.21,0.03,35.21,0.03,-22.241,0.328
UGC02033,9758,G ,2.5103058,37.4482866,2.5618081,37.6675059,144.3827062,-20.9074422,339.7453927,-8.7800219,0,SBb,B,,,,3.1,0.4,,1.126,0.076,0.286,0.053,153.46,,,,,14.626,0.323,,,,,11.057,0.084,,,,,,,,,,,,,,10549.2,10.6,10549.2,10.6,0.215,0.416,62.19,0.04,1.135,13.915,,,,23.523,,,,,,,10740.8,10666,10626.3,10337.2,35.961,0.102,,,35.961,0.102,-22.045,0.339
UGC02295,10659,G ,2.7729724,2.9614792,2.8163444,3.1686389,170.6259265,-48.5114929,308.1776101,-26.3298256,0,Sb,,,,,3.1,0.7,,1.174,0.035,0.471,0.026,81.8,21.932,0.389,,,13.917,0.324,,,12.04,0.1,9.886,0.036,16.082,0.297,12.698,,,171.25,6.51,,,,,4171.9,4.6,4168,50.4,4171.9,3.1,0.263,0.664,76.59,0.07,1.18,12.959,11.924,,,22.768,176.05,6.71,,,16.01,3.051,4233.1,4185.8,4066.4,3955.6,33.866,0.267,,,33.866,0.267,-20.907,0.42
UGC02468,11384,G ,2.9572324,44.2543863,3.0127194,44.4519722,145.9569443,-12.5612709,348.2856753,-9.7175508,0,S0-a,,,,,0,0.5,,1.279,0.034,0.214,0.027,165.52,,,,,16.5,0.5,,,,,9.729,0.111,,,,,,,,,,,,,,9050,9.7,9050,9.7,0.903,0.086,58.47,0.03,1.355,15.375,,,,26.504,,,,,,,9240.1,9168,9152.5,8877.2,35.633,0.119,,,35.633,0.119,-20.258,0.514
UGC02650,12241,G ,3.2506384,-1.8775009,3.2929084,-1.695121,183.1963029,-46.7426049,305.4884676,-34.6585651,0,Sab,,,,,2,0.3,,1.038,0.041,0.688,0.027,64.17,,,,,15.542,0.321,,,13.38,0.081,11.116,0.097,,,,,,,,,,,,,,8482,30,8482,30,0.364,0.724,90,0.83,1.044,14.37,13.22,,,23.608,,,,,,,8497.3,8461.9,8342.3,8308.1,35.423,0.13,35.617,0.101,35.544,0.08,-21.175,0.33
UGC02708,12702,G ,3.3419695,40.3809081,3.3969015,40.5577986,151.7686431,-13.6302803,347.561659,-15.4344789,0,S0,,,,,-2,0.4,,1.033,0.049,0.029,0.026,,22.447,0.41,16.758,0.011,15.359,0.525,,,12.719,0.071,,,,,,,,,,,,,,,,5331.4,2.6,5331.4,2.6,0.781,0,23.83,0.02,1.119,14.498,12.375,,,24.276,,,,,,,5495.5,5428.7,5408.2,5176.1,34.472,0.201,34.44,0.12,34.448,0.103,-19.951,0.535
UGC02828,13613,G ,3.6515539,39.0856217,3.7066722,39.2445278,155.5153855,-12.5763634,348.8408154,-19.0309543,0,Sb,B,R,,,3.2,0.4,,0.975,0.054,0.1,0.03,179.5,,,,,15.253,0.319,,,,,10.594,0.044,,,13.166,,,,,,,,,,,12310.2,25.4,12310.2,25.4,0.989,0.153,38.89,0.02,1.064,14.019,,,,23.697,,,,,,,12457,12394.5,12375.8,12174.2,36.295,0.088,,,36.295,0.088,-22.277,0.331
UGC02829,13580,G ,3.6525933,8.0006411,3.6974619,8.1598267,178.5458441,-35.713957,319.5335373,-36.5532477,0,S0,,,,,-2,0.4,,1.027,0.079,0.526,0.057,163,,,,,14.944,0.32,,,,,10.08,0.047,,,,,,46.92,5.14,,,,,6003.2,7.4,6348.5,60,6008.4,30,1.062,0,90,0.83,1.125,13.792,,,,23.733,46.92,,,,,,6041.1,6001.7,5909.5,5863.3,34.678,0.184,34.74,0.06,34.734,0.057,-20.942,0.325
